,verse,sentiment
Matthew 18:4,take lowly position child great kingdom heaven,0.7506
Matthew 18:5,welcome child welcome,0.7184
Matthew 18:6,cause little one believe stumble well large millstone hang neck drown depth sea,-0.3818
Matthew 18:7,woe world thing cause people stumble thing come woe person come,-0.6808
Matthew 18:8,hand foot cause stumble cut throw away well enter life maim crippled hand foot throw eternal fire,0.6124
Matthew 18:9,eye cause stumble gouge throw away well enter life eye eye throw fire hell,-0.7096
Matthew 18:10,despise little one tell angel heaven face father,0.2263
Matthew 18:12,think man own sheep wander away leave ninety hill look wander,-0.0516
Matthew 18:13,find truly tell happy sheep ninety wander,0.765
Matthew 18:14,way father heaven willing little one perish,0.5106
Matthew 18:15,brother sister bsins cgo point fault listen win,0.2732
Matthew 18:16,listen matter establish testimony witness,0.0258
Matthew 18:17,refuse listen tell church refuse listen church treat pagan tax collector,-0.1779
Matthew 18:18,truly tell bind earth beebound heaven loose earth befloose heaven,0.802
Matthew 18:19,truly tell earth agree ask father heaven,0.8271
Matthew 18:20,gather,0.0
Matthew 18:21,peter come jesus ask lord time shall forgive brother sister sin seven time,-0.3612
Matthew 18:22,jesus answer tell seven time seventy seven,0.0
Matthew 18:23,kingdom heaven like king want settle account servant,0.7269
Matthew 18:24,begin settlement man owe thousand bag goldhwas bring,0.0
Matthew 18:25,able pay master order wife child sell repay debt,-0.4404
Matthew 18:26,servant fall knee patient beg pay,-0.1027
Matthew 18:27,servant master take pity cancel debt let,-0.6908
Matthew 18:28,servant go find fellow servant owe silver grab begin choke pay owe demand,-0.6597
Matthew 18:29,fellow servant fall knee beg patient pay,-0.1027
Matthew 18:30,refuse instead go man throw prison pay debt,-0.8126
Matthew 18:31,servant see happen outrage go tell master happen,-0.5106
Matthew 18:32,master call servant wicked servant say cancel debt beg,-0.7845
Matthew 18:33,mercy fellow servant,0.3612
Matthew 18:34,anger master hand jailer torture pay owe,-0.7003
Matthew 18:35,heavenly father treat forgive brother sister heart,0.9186
Matthew 19:1,jesus finish say thing leave galilee go region judea jordan,-0.0516
Matthew 19:2,large crowd follow heal,0.0
Matthew 19:3,pharisees come test ask lawful man divorce wife reason,0.0
Matthew 19:4,read reply beginning creator male,0.0
Matthew 19:5,say reason man leave father mother united wife,0.3818
Matthew 19:6,long flesh god join let separate,0.5106
Matthew 19:7,ask moses command man wife certificate divorce send away,0.0
Matthew 19:8,jesus reply moses permit divorce wife heart hard way beginning,0.5859
Matthew 19:9,tell divorce wife sexual immorality marry woman commit adultery,0.1531
Matthew 19:10,disciple say situation husband wife well marry,0.2732
Matthew 19:11,jesus reply accept word give,0.3818
Matthew 19:12,eunuch bear way eunuch eunuch choose live like eunuch sake kingdom heaven accept accept,0.875
Matthew 19:13,people bring little child jesus place hand pray disciple rebuke,0.6705
Matthew 19:14,jesus say let little child come hinder kingdom heaven belong,0.5106
Matthew 19:15,place hand go,0.4939
Matthew 19:16,man come jesus ask teacher good thing eternal life,0.4404
Matthew 19:17,ask good jesus reply good want enter life commandment,0.7269
Matthew 19:18,one inquire jesus reply shall murder shall commit adultery shall steal shall false testimony,-0.7717
Matthew 19:19,honor father love neighbor,0.8126
Matthew 19:20,keep young man say lack,-0.3182
Matthew 19:21,jesus answer want perfect sell possession poor treasure heaven come follow,0.7506
Matthew 19:22,young man hear go away sad great wealth,0.6369
Matthew 19:23,jesus say disciple truly tell hard rich enter kingdom heaven,0.8555
Matthew 19:24,tell easy camel eye needle rich enter kingdom god,0.8225
Matthew 19:25,disciple hear greatly astonished ask save,0.7474
Matthew 19:26,jesus look say man impossible god thing possible,0.2732
Matthew 19:27,peter answer leave follow,-0.0516
Matthew 19:28,jesus say truly tell renewal thing son man sit glorious throne follow sit throne judge tribe israel,0.7964
Matthew 19:29,leave house brother sister father mother wifeeor child field sake receive time inherit eternal life,-0.0516
Matthew 19:30,,0.0
Matthew 20:1,kingdom heaven like landowner go early morning hire worker vineyard,0.7003
Matthew 20:2,agree pay denariusafor day send vineyard,0.2732
Matthew 20:3,morning go see stand marketplace,0.0
Matthew 20:4,tell work vineyard pay right,-0.1027
Matthew 20:5,go go noon afternoon thing,0.0
Matthew 20:6,afternoon go find stand ask stand day long,0.0
Matthew 20:7,hire answer say work vineyard,0.0
Matthew 20:8,evening come owner vineyard say foreman worker pay wage begin one hire go,-0.1027
Matthew 20:9,worker hire afternoon come receive denarius,0.0
Matthew 20:10,come hire expect receive receive denarius,0.0
Matthew 20:11,receive begin grumble landowner,0.0
Matthew 20:12,hire work hour say equal bear burden work heat day,-0.4404
Matthew 20:13,answer unfair friend agree work denarius,0.3818
Matthew 20:14,pay want hire give,-0.0258
Matthew 20:15,right want money envious generous,0.3612
Matthew 20:16,,0.0
Matthew 20:17,jesus go jerusalem way take aside say,0.0
Matthew 20:18,go jerusalem son man deliver chief priest teacher law condemn death,-0.7579
Matthew 20:19,hand gentile mock flog crucify day raise life,0.1027
Matthew 20:20,mother zebedee son come jesus son kneel ask favor,0.4019
Matthew 20:21,want ask say grant son sit right left kingdom,0.4215
Matthew 20:22,know ask jesus say drink cup go answer,0.0
Matthew 20:23,jesus say drink cup sit right left grant place belong prepare father,0.3612
Matthew 20:24,hear indignant brother,-0.4215
Matthew 20:25,jesus call say know ruler gentiles lord high official exercise authority,0.0772
Matthew 20:26,instead want great servant,0.6597
Matthew 20:27,want slave,0.0772
Matthew 20:28,son man come serve serve life ransom,0.0
Matthew 20:29,jesus disciple leave jericho large crowd follow,-0.0516
Matthew 20:30,blind man sit roadside hear jesus go shout lord son david mercy,-0.0516
Matthew 20:31,crowd rebuke tell quiet shout louder lord son david mercy,0.3612
Matthew 20:32,jesus stop call want ask,-0.2263
Matthew 20:33,lord answer want sight,0.0772
Matthew 20:34,jesus compassion touch eye immediately receive sight follow,0.4588
Matthew 21:1,approach jerusalem come bethphage mount olives jesus send disciple,0.0
Matthew 21:2,say village ahead find donkey tie colt untie bring,0.0
Matthew 21:3,say lord need send right away,0.0
Matthew 21:4,take place fulfill speak prophet,0.4404
Matthew 21:5,daughter zion king come gentle ride donkey colt foal donkey,0.4404
Matthew 21:6,disciple go jesus instruct,0.0
Matthew 21:7,bring donkey colt place cloak jesus sit,0.0
Matthew 21:8,large crowd spread cloak road cut branch tree spread road,-0.2732
Matthew 21:9,crowd go ahead follow shout hosannab son david bless come high heaven,0.7269
Matthew 21:10,jesus enter jerusalem city stir ask,0.0
Matthew 21:11,crowd answer jesus prophet nazareth galilee,0.0
Matthew 21:12,jesus enter temple court drive buy sell overturn table money changer bench sell dove,0.0
Matthew 21:13,write say house call house make den robber,-0.5574
Matthew 21:14,blind lame come temple heal,-0.6705
Matthew 21:15,chief priest teacher law see wonderful thing child shout temple court hosanna son david indignant,0.2263
Matthew 21:16,hear child say ask yes reply jesus read lip child infant lord call forth,0.4019
Matthew 21:17,leave go city bethany spend night,-0.0516
Matthew 21:18,early morning jesus way city hungry,0.0
Matthew 21:19,see fig tree road go find leave say bear fruit immediately tree wither,-0.0516
Matthew 21:20,disciple see amazed fig tree wither quickly ask,0.4939
Matthew 21:21,jesus reply truly tell faith doubt fig tree mountain throw sea,0.4939
Matthew 21:22,believe receive ask prayer,0.0
Matthew 21:23,jesus enter temple court teach chief priest elder people come authority thing ask give authority,0.1531
Matthew 21:24,jesus reply ask question answer tell authority thing,0.0772
Matthew 21:25,john baptism come heaven human discuss say heaven ask believe,0.765
Matthew 21:26,human afraid people hold john prophet,0.0
Matthew 21:27,answer jesus know say tell authority thing,0.0772
Matthew 21:28,think man son go say son work today vineyard,0.0
Matthew 21:29,answer later change mind go,0.0
Matthew 21:30,father go son say thing answer sir,0.0
Matthew 21:31,father answer jesus say truly tell tax collector prostitute enter kingdom god ahead,0.6124
Matthew 21:32,john come way righteousness believe tax collector prostitute see repent believe,0.0
Matthew 21:33,listen parable landowner plant vineyard wall dig winepress build watchtower rent vineyard farmer move place,0.0
Matthew 21:34,harvest time approach send servant tenant collect fruit,0.0
Matthew 21:35,tenant seize servant beat kill stone,-0.6908
Matthew 21:36,send servant time tenant treat way,0.4019
Matthew 21:37,send son respect son say,0.4767
Matthew 21:38,tenant see son say heir come let kill inheritance,-0.6908
Matthew 21:39,take throw vineyard kill,-0.6908
Matthew 21:40,owner vineyard come tenant,0.0
Matthew 21:41,bring wretch wretched end reply rent vineyard tenant share crop harvest time,0.296
Matthew 21:42,jesus say read scripture stone builder reject cornerstone lord marvelous,0.296
Matthew 21:43,tell kingdom god take away give people produce fruit,0.2732
Matthew 21:44,fall stone break piece fall crush,-0.1531
Matthew 21:45,chief priest pharisees hear jesus parable know talk,0.0
Matthew 21:46,look way arrest afraid crowd people hold prophet,-0.34
Matthew 22:1,jesus speak parable say,0.0
Matthew 22:2,kingdom heaven like king prepare wedding banquet son,0.7003
Matthew 22:3,send servant invite banquet tell come refuse come,-0.1531
Matthew 22:4,send servant say tell invite prepare dinner oxen fatten cattle butcher ready come wedding banquet,0.4767
Matthew 22:5,pay attention go field business,-0.1027
Matthew 22:6,rest seize servant mistreat kill,-0.6908
Matthew 22:7,king enraged send army destroy murderer burn city,-0.8957
Matthew 22:8,say servant wedding banquet ready invite deserve come,0.4767
Matthew 22:9,street corner invite banquet find,0.1531
Matthew 22:10,servant go street gather people find bad good wedding hall fill guest,-0.1531
Matthew 22:11,king come guest notice man wear wedding clothe,0.0
Matthew 22:12,ask wedding clothe friend man speechless,0.4939
Matthew 22:13,king tell attendant tie hand foot throw outside darkness weep gnashing tooth,-0.3612
Matthew 22:14,invite choose,0.1531
Matthew 22:15,pharisees go lay plan trap word,-0.3182
Matthew 22:16,send disciple herodians teacher say know man integrity teach way god accordance truth sway pay attention,0.6808
Matthew 22:17,tell opinion right pay imperial taxon caesar,-0.1027
Matthew 22:18,jesus know evil intent say hypocrite try trap,-0.7717
Matthew 22:19,coin pay tax bring denarius,-0.1027
Matthew 22:20,ask image inscription,0.0
Matthew 22:21,caesar reply say caesar caesar god god,0.4939
Matthew 22:22,hear amazed leave go away,0.4588
Matthew 22:23,day sadducees resurrection come question,0.0
Matthew 22:24,teacher say moses tell man die have child brother marry widow raise offspre,-0.5994
Matthew 22:25,seven brother marry die child leave wife brother,-0.6249
Matthew 22:26,thing happen second brother right seventh,0.0
Matthew 22:27,finally woman die,-0.5994
Matthew 22:28,resurrection wife seven married,0.0
Matthew 22:29,jesus reply error know scripture power god,-0.1531
Matthew 22:30,resurrection people marry give marriage like angel heaven,0.7003
Matthew 22:31,resurrection dead read god say,-0.4939
Matthew 22:32,god abraham god isaac god god dead living,0.2732
Matthew 22:33,crowd hear astonish teaching,0.0
Matthew 22:34,hear jesus silence sadducees pharisees get,0.0
Matthew 22:35,expert law test question,0.0
Matthew 22:36,teacher great commandment law,0.6249
Matthew 22:37,jesus reply love lord god heart soul mind,0.8885
Matthew 22:38,great commandment,0.6249
Matthew 22:39,second like love neighbor,0.7717
Matthew 22:40,law prophet hang commandment,0.0
Matthew 22:41,pharisees gather jesus ask,0.0
Matthew 22:42,think messiah son son david reply,0.0
Matthew 22:43,say david speak spirit call lord say,0.1779
Matthew 22:44,lord say right hand enemy foot e,-0.0772
Matthew 22:45,david call lord son,0.0
Matthew 22:46,word reply day dare ask question,0.0
Matthew 23:1,jesus say crowd disciple,0.0
Matthew 23:2,teacher law pharisees sit moses seat,0.0
Matthew 23:3,careful tell practice preach,0.1531
Matthew 23:4,tie heavy cumbersome load people shoulder willing lift finger,0.0
Matthew 23:5,people phylacteriesawide tassel garment long,0.0
Matthew 23:6,love place honor banquet important seat synagogue,0.8481
Matthew 23:7,love greet respect marketplace call rabbi,0.8625
Matthew 23:8,call rabbi teacher brother,0.0
Matthew 23:9,earth father father heaven,0.5106
Matthew 23:10,call instructor instructor messiah,0.0
Matthew 23:11,great servant,0.6249
Matthew 23:12,exalt humble humble exalt,0.0
Matthew 23:13,woe teacher law pharisees hypocrite shut door kingdom heaven people face enter let enter try,0.128
Matthew 23:15,woe teacher law pharisees hypocrite travel land sea win single convert succeed twice child hell,-0.1027
Matthew 23:16,woe blind guide swear temple mean swear gold temple bind oath,-0.7096
Matthew 23:17,blind fool great gold temple make gold sacred,-0.128
Matthew 23:18,swear altar mean swear gift altar bind oath,0.3612
Matthew 23:19,blind man great gift altar make gift sacred,0.802
Matthew 23:20,swear altar swear,-0.1027
Matthew 23:21,swear temple swear dwell,0.0258
Matthew 23:22,swear heaven swear god throne sit,0.6124
Matthew 23:23,woe teacher law pharisees hypocrite tenth spice mint dill cumin neglect important matter law justice mercy faithfulness practice neglect,0.2263
Matthew 23:24,blind guide strain gnat swallow camel,-0.4404
Matthew 23:25,woe teacher law pharisees hypocrite clean outside cup dish inside greed self indulgence,-0.4215
Matthew 23:26,blind pharisee clean inside cup dish outside clean,0.4019
Matthew 23:27,woe teacher law pharisees hypocrite like whitewashed tomb look beautiful outside inside bone dead unclean,-0.1779
Matthew 23:28,way outside appear people righteous inside hypocrisy wickedness,-0.4767
Matthew 23:29,woe teacher law pharisees hypocrite build tomb prophet decorate grave righteous,-0.6597
Matthew 23:30,live day ancestor take shed blood prophet,0.0
Matthew 23:31,testify descendant murder prophet,-0.6908
Matthew 23:32,ahead complete ancestor start,0.0
Matthew 23:33,snake brood viper escape condemn hell,-0.7579
Matthew 23:34,send prophet sage teacher kill crucify flog synagogue pursue town town,-0.6908
Matthew 23:35,come righteous blood shed earth blood righteous abel blood zechariah son berekiah murder temple altar,-0.6908
Matthew 23:36,truly tell come generation,0.4404
Matthew 23:37,jerusalem jerusalem kill prophet stone send long gather child hen gather chick wing willing,-0.6908
Matthew 23:38,look house leave desolate,-0.0516
Matthew 23:39,tell bless come lord,0.4215
Matthew 24:1,jesus leave temple walk away disciple come attention building,-0.0516
Matthew 24:2,thing ask truly tell stone leave throw,0.4019
Matthew 24:3,jesus sit mount olive disciple come privately tell say happen sign coming end age,0.0
Matthew 24:4,jesus answer watch deceive,-0.4019
Matthew 24:5,come claim messiah deceive,-0.4019
Matthew 24:6,hear war rumor war alarmed thing happen end come,-0.8807
Matthew 24:7,nation rise nation kingdom kingdom famine earthquake place,0.0
Matthew 24:8,beginning birth pain,-0.5106
Matthew 24:9,hand persecute death hate nation,-0.8176
Matthew 24:10,time turn away faith betray hate,-0.7269
Matthew 24:11,false prophet appear deceive people,-0.4019
Matthew 24:12,increase wickedness love grow cold,0.5267
Matthew 24:13,stand firm end save,0.4939
Matthew 24:14,gospel kingdom preach world testimony nation end come,0.0
Matthew 24:15,stand holy place abomination cause prophet daniel let reader understand,0.0
Matthew 24:16,let judea flee mountain,0.0
Matthew 24:17,let housetop house,0.0
Matthew 24:18,let field cloak,0.0
Matthew 24:19,dreadful day pregnant woman nursing mother,-0.4404
Matthew 24:20,pray flight place winter sabbath,0.3182
Matthew 24:21,great distress unequale beginning world equal,0.1779
Matthew 24:22,day cut short survive sake elect day shorten,-0.2732
Matthew 24:23,time say look messiah believe,0.0
Matthew 24:24,false messiah false prophet appear perform great sign wonder deceive possible elect,0.34
Matthew 24:25,tell ahead time,0.0
Matthew 24:26,tell wilderness inner room believe,0.0
Matthew 24:27,lightning come east visible west coming son man,0.0
Matthew 24:28,carcass vulture gather,-0.4588
Matthew 24:29,immediately distress day sun darken moon light star fall sky heavenly body shake,-0.0258
Matthew 24:30,appear sign son man heaven people earthcwill mourn son man come cloud heaven power great,0.836
Matthew 24:31,send angel loud trumpet gather elect wind end heaven,0.5106
Matthew 24:32,learn lesson fig tree soon twig tender leave come know summer near,-0.0516
Matthew 24:33,thing know iteis near right door,0.0
Matthew 24:34,truly tell generation certainly pass away thing happen,0.6486
Matthew 24:35,heaven earth pass away word pass away,0.5106
Matthew 24:36,day hour know angel heaven son fbut father,0.5106
Matthew 24:37,day noah coming son man,0.0
Matthew 24:38,day flood people eat drink marry give marriage day noah enter ark,0.0
Matthew 24:39,know happen flood come take away coming son man,0.0
Matthew 24:40,man field take left,0.0
Matthew 24:41,woman grind hand mill take left,0.4939
Matthew 24:42,watch know day lord come,0.0
Matthew 24:43,understand owner house know time night thief come keep watch let house break,-0.5267
Matthew 24:44,ready son man come hour expect,0.3612
Matthew 24:45,faithful wise servant master charge servant household food proper time,0.7184
Matthew 24:46,good servant master find return,0.4404
Matthew 24:47,truly tell charge possession,0.4404
Matthew 24:48,suppose servant wicked say master stay away long time,-0.5267
Matthew 24:49,begin beat fellow servant eat drink drunkard,0.0
Matthew 24:50,master servant come day expect hour aware,0.0
Matthew 24:51,cut piece assign place hypocrite weep gnashing tooth,-0.7003
Matthew 25:1,time kingdom heaven like virgin take lamp go meet bridegroom,0.7003
Matthew 25:2,foolish wise,0.25
Matthew 25:3,foolish one take lamp oil,-0.2732
Matthew 25:4,wise one take oil jar lamp,0.4767
Matthew 25:5,bridegroom long time come drowsy fall asleep,0.0
Matthew 25:6,midnight cry ring bridegroom come meet,-0.4767
Matthew 25:7,virgin wake trim lamp,0.0
Matthew 25:8,foolish one say wise oil lamp go,0.25
Matthew 25:9,reply instead sell oil buy,0.0
Matthew 25:10,way buy oil bridegroom arrive virgin ready go wedding banquet door shut,0.3612
Matthew 25:11,later come lord lord say open door,0.0
Matthew 25:12,reply truly tell know,0.4404
Matthew 25:13,watch know day hour,0.0
Matthew 25:14,like man go journey call servant entrust wealth,0.6908
Matthew 25:15,give bag gold bag bag aeach accord ability go journey,0.3182
Matthew 25:16,man receive bag gold go money work gain bag,0.5267
Matthew 25:17,bag gold gain,0.5267
Matthew 25:18,man receive bag go dig hole ground hide master money,-0.1779
Matthew 25:19,long time master servant return settle account,0.0
Matthew 25:20,man receive bag gold bring master say entrust bag gold gain,0.5267
Matthew 25:21,master reply good faithful servant faithful thing charge thing come share master happiness,0.926
Matthew 25:22,man bag gold come master say entrust bag gold gain,0.5267
Matthew 25:23,master reply good faithful servant faithful thing charge thing come share master happiness,0.926
Matthew 25:24,man receive bag gold come master say know hard man harvest sow gather scatter seed,-0.1027
Matthew 25:25,afraid go hide gold ground belong,-0.1779
Matthew 25:26,master reply wicked lazy servant know harvest sow gather scatter seed,-0.7096
Matthew 25:27,money deposit banker return receive interest,0.4588
Matthew 25:28,bag gold bag,0.0
Matthew 25:29,give abundance take,0.0
Matthew 25:30,throw worthless servant outside darkness weep gnashing tooth,-0.8225
Matthew 25:31,son man come glory angel sit glorious throne,0.8271
Matthew 25:32,nation gather separate people shepherd separate sheep goat,0.0
Matthew 25:33,sheep right goat left,0.0
Matthew 25:34,king right come bless father inheritance kingdom prepare creation world,0.5994
Matthew 25:35,hungry give eat thirsty give drink stranger invite,0.1531
Matthew 25:36,need clothe clothe sick look prison come visit,-0.765
Matthew 25:37,righteous answer lord hungry feed thirsty drink,0.0
Matthew 25:38,stranger invite need clothe clothe,0.1531
Matthew 25:39,sick prison visit,-0.765
Matthew 25:40,king reply truly tell brother sister,0.4404
Matthew 25:41,left depart curse eternal fire prepare devil angel,-0.8834
Matthew 25:42,hungry give eat thirsty give drink,0.0
Matthew 25:43,stranger invite need clothe clothe sick prison look,-0.7184
Matthew 25:44,answer lord hungry thirsty stranger need clothe sick prison help,-0.5994
Matthew 25:45,reply truly tell,0.4404
Matthew 25:46,away eternal punishment righteous eternal life,-0.4939
Matthew 26:1,jesus finish say thing say disciple,0.0
Matthew 26:2,know passover day away son man hand crucify,0.4939
Matthew 26:3,chief priest elder people assemble palace high priest caiaphas,0.0
Matthew 26:4,scheme arrest jesus secretly kill,-0.7964
Matthew 26:5,festival say riot people,-0.1027
Matthew 26:6,jesus bethany home simon leper,0.0
Matthew 26:7,woman come alabaster jar expensive perfume pour head recline table,0.0
Matthew 26:8,disciple see indignant waste ask,-0.6808
Matthew 26:9,perfume sell high price money give poor,-0.4767
Matthew 26:10,aware jesus say bother woman beautiful thing,0.3612
Matthew 26:11,poor abut,-0.4767
Matthew 26:12,pour perfume body prepare burial,0.0
Matthew 26:13,truly tell gospel preach world tell memory,0.4404
Matthew 26:14,call judas iscariot go chief priest,0.0
Matthew 26:15,ask willing deliver count thirty piece silver,0.0
Matthew 26:16,judas watch opportunity hand,0.7184
Matthew 26:17,day festival unleavened bread disciple come jesus ask want preparation eat passover,0.5423
Matthew 26:18,reply city certain man tell teacher say appoint time near go celebrate passover disciple house,0.7003
Matthew 26:19,disciple jesus direct prepare passover,0.0
Matthew 26:20,evening come jesus recline table,0.0
Matthew 26:21,eat say truly tell betray,-0.3182
Matthew 26:22,sad begin surely mean lord,-0.0516
Matthew 26:23,jesus reply dip hand bowl betray,-0.25
Matthew 26:24,son man write woe man betray son man well bear,-0.7096
Matthew 26:25,judas betray say surely mean rabbi jesus answer say,-0.3182
Matthew 26:26,eat jesus take bread give thank break give disciple say eat body,0.3612
Matthew 26:27,take cup give thank give say drink,0.3612
Matthew 26:28,blood theb covenant pour forgiveness sin,-0.3612
Matthew 26:29,tell drink fruit vine day drink new father kingdom,0.0
Matthew 26:30,sing hymn go mount olive,0.0
Matthew 26:31,jesus tell night fall away account write strike shepherd sheep flock scatter,-0.128
Matthew 26:32,rise ahead galilee,0.0
Matthew 26:33,peter reply fall away account,0.0
Matthew 26:34,truly tell jesus answer night rooster crow disown time,0.4404
Matthew 26:35,peter declare die disown disciple say,-0.5994
Matthew 26:36,jesus go disciple place call gethsemane say sit pray,0.3182
Matthew 26:37,take peter son zebedee begin sorrowful troubled,-0.7351
Matthew 26:38,say soul overwhelmed sorrow point death stay watch,-0.7964
Matthew 26:39,go little far fall face ground pray father possible cup take,0.3182
Matthew 26:40,return disciple find sleep man watch hour ask peter,0.0
Matthew 26:41,watch pray fall temptation spirit willing flesh weak,0.0258
Matthew 26:42,go away second time pray father possible cup take away drink,0.3182
Matthew 26:43,come find sleep eye heavy,0.0
Matthew 26:44,leave go away pray time say thing,0.2732
Matthew 26:45,return disciple say sleep rest look hour come son man deliver hand sinner,0.4939
Matthew 26:46,rise let come betrayer,0.0
Matthew 26:47,speak judas arrive large crowd arm sword club send chief priest elder people,0.0
Matthew 26:48,betrayer arrange signal kiss man arrest,0.1027
Matthew 26:49,go jesus judas say greeting rabbi kiss,0.6597
Matthew 26:50,jesus reply come friend man step forward seize jesus arrest,0.2023
Matthew 26:51,jesus companion reach sword draw strike servant high priest cut ear,-0.3612
Matthew 26:52,sword place jesus say draw sword die sword,-0.5994
Matthew 26:53,think father disposal legion angel,0.0
Matthew 26:54,scripture fulfil happen way,0.0
Matthew 26:55,hour jesus say crowd lead rebellion come sword club capture day sit temple courts teach arrest,-0.4404
Matthew 26:56,take place writing prophet fulfil disciple desert flee,0.0
Matthew 26:57,arrest jesus take caiaphas high priest teacher law elder assemble,-0.34
Matthew 26:58,peter follow distance right courtyard high priest enter sit guard outcome,0.0
Matthew 26:59,chief priest sanhedrin look false evidence jesus death,-0.5994
Matthew 26:60,find false witness come forward finally come forward,0.0
Matthew 26:61,declare fellow say able destroy temple god rebuild day,-0.34
Matthew 26:62,high priest stand say jesus go answer testimony man bring,0.0
Matthew 26:63,jesus remain silent high priest say charge oath live god tell messiah son god,0.4939
Matthew 26:64,say jesus reply son man sit right hand mighty come cloud heaven,0.7579
Matthew 26:65,high priest tear clothe say speak blasphemy need witness look hear blasphemy,0.0
Matthew 26:66,think worthy death answer,-0.25
Matthew 26:67,spit face strike fist slap,0.0258
Matthew 26:68,say prophesy messiah hit,0.0
Matthew 26:69,peter sit courtyard servant girl come jesus galilee say,0.0
Matthew 26:70,deny know talk say,-0.34
Matthew 26:71,go gateway servant girl see say people fellow jesus nazareth,0.0
Matthew 26:72,deny oath know man,-0.34
Matthew 26:73,little stand go peter say surely accent give away,0.4404
Matthew 26:74,begin curse swear know man immediately rooster crow,-0.5719
Matthew 26:75,peter remember word jesus speak rooster crow disown time go outside weep bitterly,-0.7717
Matthew 27:1,early morning chief priest elder people plan jesus execute,0.0
Matthew 27:2,bind lead away hand pilate governor,0.4939
Matthew 27:3,judas betray see jesus condemn seize remorse return thirty piece silver chief priest elder,-0.836
Matthew 27:4,sin say betray innocent blood reply responsibility,-0.7506
Matthew 27:5,judas throw money temple leave go away hang,-0.0516
Matthew 27:6,chief priest pick coin say law treasury blood money,0.2023
Matthew 27:7,decide use money buy potter field burial place foreigner,0.0
Matthew 27:8,call field blood day,0.0
Matthew 27:9,speak jeremiah prophet fulfil take thirty piece silver price set people israel,0.0
Matthew 27:10,buy potter field lord command,0.0
Matthew 27:11,jesus stand governor governor ask king jews say jesus reply,0.0
Matthew 27:12,accuse chief priest elder give answer,-0.2023
Matthew 27:13,pilate ask hear testimony bring,0.0
Matthew 27:14,jesus reply single charge great amazement governor,0.8225
Matthew 27:15,governor custom festival release prisoner choose crowd,-0.0772
Matthew 27:16,time know prisoner jesusb barabbas,-0.5423
Matthew 27:17,crowd gather pilate ask want release jesus barabbas jesus call messiah,0.0772
Matthew 27:18,know self interest hand jesus,0.7351
Matthew 27:19,pilate sit judge seat wife send message innocent man suffer great deal today dream,0.6124
Matthew 27:20,chief priest elder persuade crowd ask barabbas jesus execute,0.0
Matthew 27:21,want release ask governor barabbas answer,0.0772
Matthew 27:22,shall jesus call messiah pilate ask answer crucify,0.0
Matthew 27:23,crime commit ask pilate shout louder crucify,-0.3182
Matthew 27:24,pilate see get instead uproar start take water wash hand crowd innocent man blood say responsibility,0.6808
Matthew 27:25,people answer blood child,0.0
Matthew 27:26,release barabbas jesus flog hand crucify,0.4939
Matthew 27:27,governor soldier take jesus praetorium gather company soldier,0.0
Matthew 27:28,strip scarlet robe,0.0
Matthew 27:29,twist crown thorn set head staff right hand kneel mock hail king jews say,0.1779
Matthew 27:30,spit take staff strike head,-0.128
Matthew 27:31,mock take robe clothe lead away crucify,-0.4215
Matthew 27:32,go meet man cyrene name simon force carry cross,0.0
Matthew 27:33,come place call golgotha mean place skull,0.0
Matthew 27:34,offer jesus wine drink mix gall taste refuse drink,-0.296
Matthew 27:35,crucify divide clothe cast lot,0.0
Matthew 27:36,sit keep watch,0.0
Matthew 27:37,head place write charge jesus king jews,0.0
Matthew 27:38,rebel crucify right left,-0.1531
Matthew 27:39,pass hurl insult shake head,-0.6124
Matthew 27:40,say go destroy temple build day save come cross son god,0.2023
Matthew 27:41,way chief priest teacher law elder mock,-0.4215
Matthew 27:42,save say save king israel let come cross believe,0.7506
Matthew 27:43,trust god let god rescue want say son god,0.9042
Matthew 27:44,way rebel crucify heap insult,-0.5994
Matthew 27:45,noon afternoon darkness come land,-0.25
Matthew 27:46,afternoon jesus cry loud voice eli eli clemasabachthani mean god god forsake,0.0258
Matthew 27:47,stand hear say call elijah,0.0
Matthew 27:48,immediately run get sponge fill wine vinegar staff offer jesus drink,0.0
Matthew 27:49,rest say leave let elijah come save,0.4588
Matthew 27:50,jesus cry loud voice give spirit,-0.34
Matthew 27:51,moment curtain temple tear earth shake rock split,-0.1779
Matthew 27:52,tomb break open body holy people die raise life,-0.5994
Matthew 27:53,come tomb jesus resurrection ande go holy city appear people,0.0
Matthew 27:54,centurion guard jesus see earthquake happen terrified exclaim surely son god,0.0
Matthew 27:55,woman watch distance follow jesus galilee care need,0.4939
Matthew 27:56,mary magdalene mary mother james joseph f mother zebedee son,0.0
Matthew 27:57,evening approach come rich man arimathea name joseph disciple jesus,0.5574
Matthew 27:58,go pilate ask jesus body pilate order give,0.0
Matthew 27:59,joseph take body wrap clean linen cloth,0.4019
Matthew 27:60,place new tomb cut rock roll big stone entrance tomb go away,-0.2732
Matthew 27:61,mary magdalene mary sit opposite tomb,0.0
Matthew 27:62,day preparation day chief priest pharisees go pilate,0.0
Matthew 27:63,sir say remember alive deceiver say day rise,0.3818
Matthew 27:64,order tomb secure day disciple come steal body tell people raise dead deception bad,-0.91
Matthew 27:65,guard pilate answer tomb secure know,0.34
Matthew 27:66,go tomb secure put seal stone post guard,0.34
